T,genP,demP,H,B
0,0,0.18,56,388
0.5,0,0.155,56,388
1,0,0.148,56,388
1.5,0,0.127,56,388
2,0,0.123,56,388
2.5,0,0.139,56,388
3,0,0.129,56,388
3.5,0,0.122,56,388
4,0,0.124,56,388
4.5,0,0.127,56,388
5,0,0.141,56,388
5.5,0,0.112,56,388
6,0.006,0.118,56,388
6.5,0.025,0.212,56,388
7,0.063,0.812,56,388
7.5,0.094,0.906,56,388
8,0.163,0.809,56,388
8.5,0.288,0.962,56,388
9,0.406,0.819,56,388
9.5,0.413,0.641,56,388
10,0.569,0.86,56,388
10.5,0.544,0.726,56,388
11,0.475,0.741,56,388
11.5,0.675,0.702,56,388
12,0.594,0.188,56,388
12.5,0.713,0.181,56,388
13,0.756,0.266,56,388
13.5,0.769,0.251,56,388
14,0.738,0.328,56,388
14.5,0.675,0.333,56,388
15,0.588,0.3,56,388
15.5,0.469,0.326,56,388
16,0.344,0.27,56,388
16.5,0.244,0.225,56,388
17,0.1,0.212,56,388
17.5,0.056,0.516,56,388
18,0.044,0.429,56,388
18.5,0.038,0.343,56,388
19,0.006,0.324,56,388
19.5,0,0.352,56,388
20,0,0.292,56,388
20.5,0,0.449,56,388
21,0,0.575,56,388
21.5,0,0.756,56,388
22,0,0.664,56,388
22.5,0,0.224,56,388
23,0.006,0.212,56,388
23.5,0,0.166,56,388
