T,genP,demP,H,B
0,0,0.064,99,539
0.5,0,0.165,99,539
1,0,0.082,99,539
1.5,0,0.083,99,539
2,0,0.128,99,539
2.5,0,0.109,99,539
3,0,0.081,99,539
3.5,0,0.103,99,539
4,0,0.132,99,539
4.5,0,0.054,99,539
5,0,0.124,99,539
5.5,0,0.11,99,539
6,0.006,0.054,99,539
6.5,0.019,0.29,99,539
7,0.019,0.186,99,539
7.5,0.019,0.085,99,539
8,0.081,0.173,99,539
8.5,0.144,0.144,99,539
9,0.2,0.268,99,539
9.5,0.256,0.159,99,539
10,0.231,0.159,99,539
10.5,0.125,0.06,99,539
11,0.206,0.142,99,539
11.5,0.131,0.253,99,539
12,0.3,0.157,99,539
12.5,0.356,0.461,99,539
13,0.375,0.658,99,539
13.5,0.363,0.965,99,539
14,0.344,0.178,99,539
14.5,0.325,0.212,99,539
15,0.3,0.22,99,539
15.5,0.269,0.111,99,539
16,0.206,0.149,99,539
16.5,0.113,0.189,99,539
17,0.038,0.299,99,539
17.5,0.013,0.175,99,539
18,0.006,0.206,99,539
18.5,0.006,0.526,99,539
19,0.006,0.794,99,539
19.5,0,0.233,99,539
20,0,0.386,99,539
20.5,0,0.302,99,539
21,0,0.177,99,539
21.5,0,0.287,99,539
22,0,0.789,99,539
22.5,0,0.922,99,539
23,0,0.369,99,539
23.5,0,1.021,99,539
