T,genP,demP,H,B
0,0,0.022,71,473
0.5,0,0.062,71,473
1,0,0.073,71,473
1.5,0,0.175,71,473
2,0.006,0.225,71,473
2.5,0,0.16,71,473
3,0,0.177,71,473
3.5,0,0.047,71,473
4,0,0.018,71,473
4.5,0,0.085,71,473
5,0,0.018,71,473
5.5,0,0.049,71,473
6,0,0.05,71,473
6.5,0.038,0.015,71,473
7,0.038,0.121,71,473
7.5,0.025,0.237,71,473
8,0.025,0.349,71,473
8.5,0.031,0.273,71,473
9,0.038,0.42,71,473
9.5,0.044,0.291,71,473
10,0.069,0.289,71,473
10.5,0.181,0.112,71,473
11,0.256,0.368,71,473
11.5,0.313,0.179,71,473
12,0.425,0.387,71,473
12.5,0.538,0.372,71,473
13,0.513,1.004,71,473
13.5,0.65,1.298,71,473
14,0.65,0.898,71,473
14.5,0.65,1.023,71,473
15,0.619,1.02,71,473
15.5,0.588,0.924,71,473
16,0.556,1.013,71,473
16.5,0.494,0.786,71,473
17,0.431,0.502,71,473
17.5,0.313,0.383,71,473
18,0.106,0.577,71,473
18.5,0.075,0.331,71,473
19,0.013,0.76,71,473
19.5,0,1.306,71,473
20,0,1.27,71,473
20.5,0,1.046,71,473
21,0,0.754,71,473
21.5,0,0.275,71,473
22,0,0.054,71,473
22.5,0,0.079,71,473
23,0,0.079,71,473
23.5,0,0.041,71,473
