T,genP,demP,H,B
0,0,1.966,61,419
0.5,0,1.961,61,419
1,0,1.967,61,419
1.5,0,2.334,61,419
2,0,2.381,61,419
2.5,0,2.359,61,419
3,0,2.406,61,419
3.5,0,2.435,61,419
4,0,2.373,61,419
4.5,0,2.104,61,419
5,0,2.07,61,419
5.5,0,2.13,61,419
6,0.006,1.995,61,419
6.5,0.031,2.137,61,419
7,0.106,2.086,61,419
7.5,0.231,2.11,61,419
8,0.338,2.061,61,419
8.5,0.425,2.262,61,419
9,0.519,2.169,61,419
9.5,0.6,2.259,61,419
10,0.65,2.234,61,419
10.5,0.725,2.242,61,419
11,0.719,2.495,61,419
11.5,0.513,2.424,61,419
12,0.631,2.462,61,419
12.5,0.706,2.524,61,419
13,0.756,2.597,61,419
13.5,0.706,2.479,61,419
14,0.656,2.287,61,419
14.5,0.556,2.291,61,419
15,0.419,2.212,61,419
15.5,0.406,2.191,61,419
16,0.3,2.112,61,419
16.5,0.188,2.314,61,419
17,0.081,2.179,61,419
17.5,0.05,2.458,61,419
18,0.025,2.454,61,419
18.5,0.013,2.655,61,419
19,0,2.681,61,419
19.5,0,2.374,61,419
20,0,2.435,61,419
20.5,0,2.368,61,419
21,0,2.492,61,419
21.5,0,2.277,61,419
22,0,2.218,61,419
22.5,0,2.076,61,419
23,0,2.08,61,419
23.5,0,1.981,61,419
