T,genP,demP,H,B
0,0,0.383,33,246
0.5,0,0.102,33,246
1,0,0.122,33,246
1.5,0,0.107,33,246
2,0,0.097,33,246
2.5,0,0.125,33,246
3,0,0.107,33,246
3.5,0,0.098,33,246
4,0,0.116,33,246
4.5,0,0.106,33,246
5,0,0.096,33,246
5.5,0,0.115,33,246
6,0,0.102,33,246
6.5,0.006,0.277,33,246
7,0.044,0.252,33,246
7.5,0.044,0.266,33,246
8,0.05,0.242,33,246
8.5,0.125,0.357,33,246
9,0.263,0.243,33,246
9.5,0.394,0.254,33,246
10,0.506,0.315,33,246
10.5,0.594,0.442,33,246
11,0.675,0.381,33,246
11.5,0.731,0.38,33,246
12,0.794,0.402,33,246
12.5,0.819,0.375,33,246
13,0.838,0.32,33,246
13.5,0.85,0.3,33,246
14,0.856,0.652,33,246
14.5,0.844,0.564,33,246
15,0.819,0.262,33,246
15.5,0.794,0.234,33,246
16,0.738,0.34,33,246
16.5,0.669,1.648,33,246
17,0.594,0.462,33,246
17.5,0.363,0.439,33,246
18,0.138,0.562,33,246
18.5,0.081,0.338,33,246
19,0,0.397,33,246
19.5,0,0.39,33,246
20,0,0.565,33,246
20.5,0,0.575,33,246
21,0,0.511,33,246
21.5,0,0.545,33,246
22,0,0.594,33,246
22.5,0,0.567,33,246
23,0,0.454,33,246
23.5,0,0.487,33,246
