T,genP,demP,H,B
0,0,0.122,32,236
0.5,0,0.029,32,236
1,0,0.038,32,236
1.5,0,0.043,32,236
2,0,0.042,32,236
2.5,0,0.036,32,236
3,0,0.027,32,236
3.5,0,0.042,32,236
4,0,0.042,32,236
4.5,0,0.041,32,236
5,0,0.029,32,236
5.5,0,0.127,32,236
6,0.007,0.044,32,236
6.5,0.035,0.042,32,236
7,0.068,0.038,32,236
7.5,0.13,0.511,32,236
8,0.226,0.371,32,236
8.5,0.301,0.557,32,236
9,0.366,0.519,32,236
9.5,0.405,0.177,32,236
10,0.446,0.139,32,236
10.5,0.181,0.169,32,236
11,0.198,0.06,32,236
11.5,0.258,0.048,32,236
12,0.319,0.064,32,236
12.5,0.359,0.089,32,236
13,0.454,0.104,32,236
13.5,0.515,0.065,32,236
14,0.433,0.098,32,236
14.5,0.341,0.081,32,236
15,0.159,0.087,32,236
15.5,0.021,0.06,32,236
16,0.018,0.152,32,236
16.5,0.016,0.114,32,236
17,0.014,0.169,32,236
17.5,0.009,0.255,32,236
18,0.004,0.984,32,236
18.5,0.005,0.6,32,236
19,0.002,0.296,32,236
19.5,0,0.614,32,236
20,0,0.869,32,236
20.5,0,0.399,32,236
21,0,0.241,32,236
21.5,0,0.051,32,236
22,0,0.061,32,236
22.5,0,0.051,32,236
23,0,0.035,32,236
23.5,0,0.048,32,236
