T,genP,demP,H,B
0,0,0.263,78,494
0.5,0,0.375,78,494
1,0,0.263,78,494
1.5,0,0.3,78,494
2,0,0.331,78,494
2.5,0,0.325,78,494
3,0,0.275,78,494
3.5,0,0.288,78,494
4,0,0.375,78,494
4.5,0,0.25,78,494
5,0,0.288,78,494
5.5,0,0.638,78,494
6,0,0.288,78,494
6.5,0.025,0.363,78,494
7,0.188,0.313,78,494
7.5,0.344,0.338,78,494
8,0.444,0.263,78,494
8.5,0.575,0.275,78,494
9,0.588,0.325,78,494
9.5,0.756,0.325,78,494
10,0.869,0.25,78,494
10.5,0.888,0.313,78,494
11,0.913,0.35,78,494
11.5,0.95,0.338,78,494
12,0.975,0.613,78,494
12.5,0.963,0.713,78,494
13,0.931,0.638,78,494
13.5,0.894,0.625,78,494
14,0.844,0.775,78,494
14.5,0.775,0.875,78,494
15,0.713,0.8,78,494
15.5,0.619,0.525,78,494
16,0.5,0.638,78,494
16.5,0.338,0.3,78,494
17,0.238,0.35,78,494
17.5,0.125,0.363,78,494
18,0.025,0.313,78,494
18.5,0.019,0.575,78,494
19,0,1.338,78,494
19.5,0,1.013,78,494
20,0,1,78,494
20.5,0,0.963,78,494
21,0,0.288,78,494
21.5,0,0.263,78,494
22,0,0.375,78,494
22.5,0,0.313,78,494
23,0,0.25,78,494
23.5,0,0.375,78,494
