T,genP,demP,H,B
0,0,0.044,50,346
0.5,0,0.05,50,346
1,0,0.044,50,346
1.5,0,0.05,50,346
2,0,0.338,50,346
2.5,0,0.388,50,346
3,0,0.05,50,346
3.5,0,0.05,50,346
4,0,0.038,50,346
4.5,0,0.05,50,346
5,0,0.038,50,346
5.5,0,0.05,50,346
6,0,0.044,50,346
6.5,0,0.05,50,346
7,0,0.044,50,346
7.5,0,0.063,50,346
8,0,0.081,50,346
8.5,0,0.094,50,346
9,0,0.169,50,346
9.5,0,0.169,50,346
10,0,0.106,50,346
10.5,0,1.375,50,346
11,0,0.15,50,346
11.5,0,0.106,50,346
12,0,0.344,50,346
12.5,0,0.644,50,346
13,0,0.063,50,346
13.5,0,0.025,50,346
14,0,0.063,50,346
14.5,0,0.038,50,346
15,0,0.05,50,346
15.5,0,0.056,50,346
16,0,0.025,50,346
16.5,0,0.069,50,346
17,0,0.038,50,346
17.5,0,0.156,50,346
18,0,0.113,50,346
18.5,0,0.106,50,346
19,0,0.244,50,346
19.5,0,0.225,50,346
20,0,0.888,50,346
20.5,0,0.313,50,346
21,0,0.113,50,346
21.5,0,0.069,50,346
22,0,0.05,50,346
22.5,0,0.056,50,346
23,0,0.05,50,346
23.5,0,0.031,50,346
