T,genP,demP,H,B
0,0,0.091,92,530
0.5,0,0.162,92,530
1,0,0.162,92,530
1.5,0,0.091,92,530
2,0,0.146,92,530
2.5,0,0.179,92,530
3,0,0.091,92,530
3.5,0,0.14,92,530
4,0,0.172,92,530
4.5,0,0.105,92,530
5,0,0.131,92,530
5.5,0,0.167,92,530
6,0,0.123,92,530
6.5,0.019,0.289,92,530
7,0.031,0.687,92,530
7.5,0.025,0.501,92,530
8,0.019,0.285,92,530
8.5,0.025,0.205,92,530
9,0.063,0.34,92,530
9.5,0.169,0.212,92,530
10,0.231,0.184,92,530
10.5,0.244,0.24,92,530
11,0.238,0.358,92,530
11.5,0.413,0.173,92,530
12,0.413,0.277,92,530
12.5,0.3,0.17,92,530
13,0.388,0.173,92,530
13.5,0.419,0.223,92,530
14,0.425,0.344,92,530
14.5,0.456,0.16,92,530
15,0.438,0.35,92,530
15.5,0.425,0.331,92,530
16,0.4,0.281,92,530
16.5,0.344,0.314,92,530
17,0.325,0.396,92,530
17.5,0.231,0.259,92,530
18,0.081,0.332,92,530
18.5,0.075,0.351,92,530
19,0.019,0.314,92,530
19.5,0,0.322,92,530
20,0,0.328,92,530
20.5,0,0.673,92,530
21,0,0.325,92,530
21.5,0,0.117,92,530
22,0,0.161,92,530
22.5,0,0.081,92,530
23,0,0.112,92,530
23.5,0,0.163,92,530
