T,genP,demP,H,B
0,0,0.116,23,185
0.5,0,0.216,23,185
1,0,0.122,23,185
1.5,0,0.116,23,185
2,0,0.091,23,185
2.5,0,0.078,23,185
3,0,0.053,23,185
3.5,0,0.097,23,185
4,0,0.022,23,185
4.5,0,0.009,23,185
5,0,0.009,23,185
5.5,0,0.047,23,185
6,0.006,0.253,23,185
6.5,0.019,0.053,23,185
7,0.069,0.052,23,185
7.5,0.169,0.572,23,185
8,0.25,0.191,23,185
8.5,0.338,0.628,23,185
9,0.419,0.303,23,185
9.5,0.494,0.153,23,185
10,0.538,0.128,23,185
10.5,0.588,0.409,23,185
11,0.619,0.084,23,185
11.5,0.638,0.153,23,185
12,0.45,0.181,23,185
12.5,0.494,0.164,23,185
13,0.65,0.228,23,185
13.5,0.638,0.247,23,185
14,0.613,0.928,23,185
14.5,0.575,1.122,23,185
15,0.525,1.097,23,185
15.5,0.475,1.241,23,185
16,0.406,0.203,23,185
16.5,0.331,0.166,23,185
17,0.169,0.178,23,185
17.5,0.1,0.184,23,185
18,0.05,0.272,23,185
18.5,0.013,0.397,23,185
19,0,0.213,23,185
19.5,0,0.149,23,185
20,0,0.122,23,185
20.5,0,0.209,23,185
21,0,0.162,23,185
21.5,0,0.281,23,185
22,0,0.122,23,185
22.5,0,0.116,23,185
23,0,0.093,23,185
23.5,0,0.078,23,185
